ID,envir_labo,envir_clinique,envir_terrain,envir_bibarchives,envir_modele,envir_theoredac,terme_corpus,terme_ressources,terme_valeurs,terme_sources,terme_materiaux,terme_mesures,terme_stat,terme_jeuxdo,terme_basedo,terme_pipeline,terme_brutes,terme_nettoyees,terme_negatives,plus_tech,plus_expe,plus_autom,plus_dorares,plus_dostandards,plus_theo,plus_workflow,plus_modeli,plus_support,reprofam,quali_tracabilite,quali_replicabilite,quali_reproductibilite,quali_explicabilite,quali_rechouv,quali_openschol,quali_transparence,temps_collecte,temps_numeriser,temps_corpus,temps_nettoyer,temps_structurer,temps_analyser,temps_modeliser,temps_visu,temps_qualifier,temps_archiver,temps_qualite,temps_disporech,temps_com,temps_formation,source_terrain,source_instru,source_bddOA,source_bddabo,source_bddcoll,source_article,source_web,source_archive,produit_fichierordi,produit_fichierhteperf,produit_norme,produit_script,produit_logiciel,produit_notesnum,produit_notespap,partagerestreint,partagecontrole,partageligne,partagelicence,oblig_comedit,oblig_comethique,oblig_financeur,oblig_partenaire,oblig_non,oblig_nonapp,dispo_amov,dispo_envoi,dispo_mail,dispo_servsecu,dispo_datapaper,dispo_supplem,dispo_site,dispo_cloudnoninst,dispo_cloudinst,dispo_entrepgal,dispo_entrepdiscip,dispo_git,dispo_nsp,dispo_nonapp,limite_habitude,limite_valo,limite_doute,limite_temps,limite_mesusage,reutilisable,reutilise,mettredispo_cahiers,mettredispo_logiciels,mettredispo_doc,mettredispo_metado,mettredispo_protocole,mettredispo_blog,conserv_ordiperso,conserv_ordiprof,conserv_externe,conserv_servint,conserv_servinst,conserv_servautre,conserv_servinfrastr,conserv_servprive,conserv_web,conserv_archivage,conserv_nonappl,tailleequipe,wavec_perman,wavec_nonperman,wavec_IT,wavec_SI,wavec_bib,wavec_jur,wavec_valo,wavec_scouv,wavec_manag,wavec_com,wavec_intnat,sysOS,log_tab,log_tabsci,log_bdd,log_visu,log_stat,log_image,log_datasci,log_prog,log_entrep,log_nonapp,outil_moi,outil_equipe,outil_parten,outil_employeur,outil_reso,outil_liste,outil_formation,outil_colloque,outil_informel,outil_veille,outil_nonapp,forma_equipe,forma_parten,forma_atelier,forma_informel,forma_mooc,forma_presentiel,forma_continue,forma_tuto,forma_papier,forma_nonapp,collab_cahier,collab_bdd,collab_dosspartage,collab_redacpartage,collab_codepartage,collab_wiki,collab_gestionproj,collab_seul,connsoutien,bénésoutien,oksoutien,soutien_fi,soutien_rh,soutien_infrastr,soutien_tech,soutien_forma,soutien_jur,soutien_ethique,soutien_nonapp,aide_amont,aide_constitution,aide_traitement,aide_stockage,aide_misedispo,aide_valo,aide_publi,aide_nonappl,aidequi_speetab,aidequi_sepecentres,aidequi_labo,aidequi_liste,aidequi_platef,aidequi_formation,aidequi_JE,aidequi_nonappl,anciennete,structure,fct_perma,fct_nonperma,fct_IT,fct_bib,fct_autre,statut,disc_dt,disc_inf,disc_lsh,disc_math,disc_pluri,disc_vie,disc_inge,disc_terre,disc_matiere,disc_pour_ponde,poids,specialite,sexe
240,Non,Non,Oui,Non,Oui,Oui,Oui,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Non,Non,Oui,Non,Oui,Non,Non,Non,Tout à fait,Oui,Non,Oui,Oui,Non,Non,Oui,moins,NA,NA,moins,moins,moins,NA,moins,moins,moins,moins,NA,moins,moins,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Parfois,Jamais,Jamais,Jamais,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,non,oui,non,oui,non,Non,Souvent,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,seule,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windows,Oui,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Oui,Parfois,plutotsat,Oui,Oui,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Plus de dix ans,autre,Oui,Non,Non,Non,Non,fonct,Non,Non,Oui,Non,Non,Non,Non,Non,Non,LSH,0.6,sociologie,Un homme
149,Non,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Oui,Non,Non,Non,Oui,Oui,Non,Oui,Oui,Non,Oui,Non,Non,Oui,Oui,Non,Non,Non,Non,Assez,Oui,Non,Oui,Non,Non,Non,Non,moins,NA,NA,moins,NA,moins,NA,moins,NA,moins,moins,NA,NA,NA,Oui,Non,Oui,Oui,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Parfois,Jamais,Parfois,Parfois,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,oui,non,non,non,non,Non,Parfois,Non,Oui,Oui,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,2a5,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,MacOS,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,NA,NA,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,Plus de dix ans,CNRS,Oui,Non,Non,Non,Non,fonct,Non,Non,Oui,Non,Non,Non,Non,Non,Non,LSH,0.6,sociologie,Un homme
73,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Tout à fait,Non,Non,Non,Oui,Non,Non,Non,moins,NA,NA,moins,moins,moins,NA,moins,moins,moins,moins,moins,NA,moins,Oui,Non,Oui,Oui,Non,Non,Oui,Non,Oui,Non,Non,Non,Oui,Non,Non,Souvent,Jamais,Jamais,Jamais,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,non,non,non,oui,oui,Non,Parfois,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,seule,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windows,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,Non,NA,NA,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Plus de dix ans,CNRS,Oui,Non,Non,Non,Non,fonct,Non,Non,Oui,Non,Non,Non,Non,Non,Non,LSH,0.6,sociologie,Un homme
601,Non,Non,Oui,Oui,Non,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Assez,Oui,Non,Non,Oui,Non,Non,Oui,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,Oui,Non,Non,Non,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Oui,Non,Parfois,Jamais,Jamais,Jamais,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,oui,oui,oui,non,non,Je ne sais pas,Jamais,Non,Non,Non,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,6a10,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Windows,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,NA,NA,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Oui,Non,Non,Non,Non,Non,Plus de dix ans,CNRS,Oui,Non,Non,Non,Non,fonct,Non,Non,Oui,Non,Non,Non,Non,Non,Non,LSH,0.6,sociologie,Un homme
475,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Assez,Non,Non,Oui,Non,Non,Non,Non,plus,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,NA,NA,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Parfois,Jamais,Jamais,Jamais,Non,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,non,non,non,non,non,Oui,Parfois,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,2a5,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,LinuxUnix,Oui,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Parfois,tressat,Oui,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Plus de dix ans,CNRS,Oui,Non,Non,Non,Non,fonct,Non,Non,Oui,Non,Non,Non,Non,Non,Non,LSH,0.6,sociologie,Un homme
210,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Non,Non,Oui,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,Tout à fait,Oui,Non,Non,Oui,Non,Non,Oui,moins,NA,moins,moins,moins,moins,NA,moins,moins,moins,moins,moins,moins,NA,Oui,Non,Oui,Non,Oui,Non,Oui,Oui,Oui,Oui,Non,Oui,Non,Oui,Oui,Souvent,Parfois,Jamais,Jamais,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,non,oui,oui,non,non,Oui,Souvent,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,2a5,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,LinuxUnix,Oui,Non,Non,Oui,Non,Non,Non,Oui,Oui,Non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Oui,Oui,Non,Non,Non,Non,Non,Oui,Parfois,tressat,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Oui,Non,Oui,Non,Oui,Oui,Oui,Non,Non,Non,Plus de dix ans,CNRS,Oui,Non,Non,Non,Non,fonct,Non,Non,Oui,Non,Non,Non,Non,Non,Non,LSH,0.6,sociologie,Un homme
72,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Oui,Non,Oui,Non,Oui,Oui,Non,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Tout à fait,Oui,Oui,Non,Non,Oui,Non,Oui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Oui,Oui,Souvent,Parfois,Jamais,Non applicable,Non,Non,Non,Non,Oui,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,oui,oui,non,non,non,Oui,Parfois,Non,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Non,seule,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windows,Oui,Non,Non,Non,Oui,Oui,Non,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Oui,Parfois,tressat,Oui,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Oui,Oui,Non,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Plus de dix ans,CNRS,Oui,Non,Non,Non,Non,fonct,Non,Non,Oui,Non,Non,Non,Non,Non,Non,LSH,0.6,sociologie,Un homme
110,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Non,Non,Oui,Oui,Oui,Non,Oui,Non,Assez,Oui,Oui,Non,Oui,Non,Non,Oui,plus,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,moins,Oui,Non,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Souvent,Jamais,Jamais,Jamais,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,non,oui,non,oui,non,Oui,Parfois,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,seule,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MacOS,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Oui,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,NA,NA,Non,Non,Oui,Oui,Non,Oui,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Cinq à dix ans,école,Non,Oui,Non,Non,Non,fonct,Non,Non,Oui,Non,Non,Non,Non,Non,Non,LSH,0.6,sociologie,Un homme
441,Non,Non,Oui,Oui,Non,Oui,Oui,Non,Non,Oui,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Assez,Oui,Non,Non,Oui,Non,Non,Non,moins,moins,moins,NA,NA,NA,NA,NA,moins,moins,NA,moins,NA,NA,Oui,Non,Non,Oui,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,Oui,Non,Parfois,Jamais,Jamais,Jamais,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,non,oui,non,oui,non,Non,Jamais,Non,Non,Non,Non,Oui,Non,Non,Oui,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,2a5,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,MacOS,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,NA,NA,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Plus de dix ans,école,Oui,Non,Non,Non,Non,fonct,Non,Non,Oui,Non,Non,Non,Non,Non,Non,LSH,0.6,sociologie,Un homme
190,Non,Non,Oui,Non,Non,Oui,Oui,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Assez,Non,Oui,Non,Oui,Non,Non,Non,moins,NA,moins,NA,NA,moins,NA,NA,NA,moins,NA,NA,NA,moins,Non,Non,Non,Non,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Oui,Parfois,Jamais,Jamais,Jamais,Non,Non,Non,Non,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,non,non,oui,non,oui,Oui,Parfois,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,6a10,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Windows,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Oui,Parfois,insatisfait,Non,Oui,Non,Non,Oui,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Non,Plus de dix ans,école,Oui,Non,Non,Non,Non,fonct,Non,Non,Oui,Non,Non,Non,Non,Non,Non,LSH,0.6,sociologie,Un homme
209,Non,Non,Oui,Oui,Non,Oui,Oui,Non,Non,Oui,Oui,Non,Oui,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Peu,Non,Non,Oui,Non,Non,Non,Oui,plus,NA,moins,NA,NA,moins,NA,NA,NA,NA,NA,NA,NA,NA,Oui,Non,Oui,Non,Non,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Parfois,Jamais,Jamais,Jamais,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,oui,non,oui,oui,non,Non,Parfois,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Non,seule,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windows,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Oui,Non,Non,Oui,Non,Oui,Oui,Non,Oui,Non,Oui,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Oui,Oui,Parfois,plutotsat,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Plus de dix ans,NA,Oui,Non,Non,Non,Non,fonct,Non,Non,Oui,Non,Non,Non,Non,Non,Non,LSH,0.6,sociologie,Un homme
399,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Non,Non,Oui,Non,Oui,Oui,Non,Non,Peu,Oui,Non,Oui,Non,Oui,Non,Oui,moins,moins,moins,moins,moins,moins,NA,moins,moins,moins,moins,NA,NA,moins,Oui,Non,Oui,Non,Oui,Non,Non,Oui,Oui,Non,Non,Oui,Oui,Oui,Oui,Parfois,Jamais,Jamais,Jamais,Non,Non,Non,Non,Oui,Non,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,non,non,non,oui,non,Oui,Parfois,Non,Oui,Oui,Oui,Non,Non,Non,Oui,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,seule,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windows,Oui,Non,Non,Oui,Non,Oui,Non,Oui,Oui,Non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,Oui,Oui,Non,Non,Non,Non,Oui,Parfois,tressat,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Plus de dix ans,Université,Oui,Non,Non,Non,Non,fonct,Non,Non,Oui,Non,Non,Non,Non,Non,Non,LSH,0.6,sociologie,Un homme
168,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Non,Non,Oui,Oui,Oui,Non,Non,Non,Assez,Oui,Oui,Non,Oui,Non,Non,Non,moins,NA,moins,moins,NA,moins,NA,NA,NA,NA,NA,NA,NA,NA,Oui,Non,Oui,Non,Oui,Oui,Oui,Non,Oui,Non,Non,Oui,Non,Oui,Oui,Souvent,Jamais,Jamais,Jamais,Non,Non,Oui,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,oui,oui,non,non,non,Oui,Souvent,Non,Oui,Oui,Non,Non,Oui,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Non,11plus,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Windows,Oui,Non,Oui,Non,Oui,Non,Non,Oui,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,NA,NA,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,Non,Plus de dix ans,Université,Oui,Non,Non,Non,Non,fonct,Non,Non,Oui,Non,Non,Non,Non,Non,Non,LSH,0.6,sociologie,Un homme
312,Non,Non,Oui,Oui,Non,Oui,Oui,Non,Non,Oui,Oui,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Assez,Oui,Non,Non,Oui,Oui,Non,Non,moins,NA,moins,NA,NA,moins,NA,NA,NA,NA,NA,NA,plus,moins,Non,Non,Oui,Oui,Non,Oui,Oui,Non,Oui,Non,Non,Non,Non,Oui,Non,Parfois,Jamais,Jamais,Jamais,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,oui,non,oui,oui,non,Je ne sais pas,Parfois,Non,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,2a5,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,MacOS,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Oui,Non,Oui,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Parfois,plutotsat,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Oui,Oui,Oui,Non,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Oui,Non,Plus de dix ans,Université,Oui,Non,Non,Non,Non,fonct,Non,Non,Oui,Non,Non,Non,Non,Non,Non,LSH,0.6,sociologie,Un homme
534,Non,Non,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Non,Non,Oui,Oui,Non,Non,Non,Non,Assez,Non,Non,Oui,Non,Non,Non,Non,moins,NA,NA,moins,moins,moins,moins,moins,moins,NA,moins,moins,NA,NA,Oui,Non,Oui,Non,Oui,Non,Non,Non,Oui,Non,Non,Non,Oui,Oui,Non,Souvent,Parfois,Jamais,Jamais,Non,Non,Non,Non,Oui,Non,Oui,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,oui,oui,oui,non,non,Oui,Parfois,Non,Non,Oui,Oui,Non,Oui,Non,Oui,Oui,Non,Oui,Non,Oui,Non,Non,Non,Non,6a10,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Windows,Oui,Non,Non,Oui,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Oui,Parfois,plutotsat,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Cinq à dix ans,Université,Oui,Non,Non,Non,Non,fonct,Non,Non,Oui,Non,Non,Non,Non,Non,Non,LSH,0.6,sociologie,Un homme
340,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Tout à fait,Oui,Oui,Oui,Oui,Non,Non,Oui,NA,NA,moins,moins,NA,moins,NA,moins,NA,moins,moins,NA,NA,NA,Oui,Non,Oui,Oui,Non,Oui,Non,Oui,Oui,Non,Non,Non,Oui,Oui,Oui,Toujours,NA,NA,NA,Non,Non,Non,Non,Oui,Non,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,non,non,oui,non,oui,Oui,Parfois,Oui,Oui,Oui,Non,Oui,Non,Non,Oui,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,2a5,Non,Non,Non,Oui,Oui,Non,Non,Non,Oui,Oui,Non,Windows,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,Oui,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Oui,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,NA,NA,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Oui,Non,Oui,Oui,Oui,Non,Non,Non,Plus de dix ans,école,Non,Non,Oui,Non,Non,fonct,Non,Non,Oui,Non,Non,Non,Non,Non,Non,LSH,0.6,sociologie,Un homme
180,Non,Non,Oui,Oui,Non,Oui,Non,Non,Non,Non,Oui,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Assez,Non,Non,Non,Non,Non,Non,Non,plus,moins,moins,moins,moins,plus,moins,moins,moins,moins,moins,moins,moins,moins,Oui,Non,Non,Non,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Oui,Oui,Oui,Parfois,Jamais,Jamais,Jamais,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,non,non,non,non,non,Oui,Jamais,Non,Oui,Oui,Oui,Oui,Non,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,6a10,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,MacOS,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Oui,Non,Oui,Oui,Oui,Non,Non,Non,Oui,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,Oui,Parfois,tressat,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Oui,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Cinq à dix ans,NA,Non,Oui,Non,Non,Non,autre,Non,Non,Oui,Non,Non,Non,Non,Non,Non,LSH,0.6,sociologie,Une femme
